品牌,类别,订单来源,订单状态,账期,成交价,订单金额,账单金额,账单二级类型,项目,收件人姓名,收件人姓名_脱敏,收件人手机号,收件人手机号_脱敏
联想（Lenovo）,台式整机,天猫,已成交,2026-04,7627.05,5907.59,5907.59,退换订单,PC 经营采购,顾客2409,顾客2409,1**********,1**********
联想（Lenovo）,台式整机,抖音,已成交,2026-06,7681.64,6222.53,6222.53,退换订单,PC 经营采购,顾客2410,顾客2410,1**********,1**********
宏碁（acer）,游戏本,抖音,已成交,2026-07,7487.0,8382.05,8382.05,销售订单,PC 经营采购,顾客2411,顾客2411,1**********,1**********
惠普(HP),台式整机,淘宝,新建采购,2026-03,,8892.08,1553.26,退换订单,PC 经营采购,顾客2412,顾客2412,1**********,1**********
联想（Lenovo）,轻薄本,电商通,已成交,2026-07,6293.27,6042.96,6042.96,采购订单,PC 经营采购,顾客2413,顾客2413,1**********,1**********
惠普(HP),游戏本,快手,报价中,2026-03,,7400.42,1947.14,采购订单,PC 经营采购,顾客2414,顾客2414,1**********,1**********
惠普(HP),一体机,拼多多,报价中,2026-07,,6955.73,750.95,销售订单,PC 经营采购,顾客2415,顾客2415,1**********,1**********
宏碁（acer）,显示器,天猫,已成交,2026-06,7512.1,7032.87,7032.87,销售订单,PC 经营采购,顾客2416,顾客2416,1**********,1**********
机械革命,一体机,淘宝,撤销,2026-05,,9158.6,779.9,采购订单,PC 经营采购,顾客2417,顾客2417,1**********,1**********
联想（Lenovo）,笔记本电脑,拼多多,撤销,2026-04,,7504.6,831.23,采购订单,PC 经营采购,顾客2418,顾客2418,1**********,1**********
七彩虹,游戏本,拼多多,已成交,2026-06,8279.61,9752.42,9752.42,销售订单,PC 经营采购,顾客2419,顾客2419,1**********,1**********
机械革命,笔记本电脑,天猫,已成交,2026-04,8775.22,9741.61,9741.61,采购订单,PC 经营采购,顾客2420,顾客2420,1**********,1**********
雷神,显示器,抖音,已成交,2026-06,8928.75,9638.11,9638.11,退换订单,PC 经营采购,顾客2421,顾客2421,1**********,1**********
惠普(HP),电脑配件,天猫,已成交,2026-02,6927.05,8025.09,8025.09,退换订单,PC 经营采购,顾客2422,顾客2422,1**********,1**********
ThinkPad,轻薄本,淘宝,撤销,2026-01,,7984.96,1470.39,退换订单,PC 经营采购,顾客2423,顾客2423,1**********,1**********
联想（Lenovo）,显示器,拼多多,报价中,2026-08,,6950.14,2063.53,退换订单,PC 经营采购,顾客2424,顾客2424,1**********,1**********
机械革命,台式整机,淘宝,已成交,2026-01,10317.21,10120.29,10120.29,采购订单,PC 经营采购,顾客2425,顾客2425,1**********,1**********
联想（Lenovo）,电脑配件,拼多多,撤销,2026-06,,6429.98,318.53,销售订单,PC 经营采购,顾客2426,顾客2426,1**********,1**********
雷神,显示器,淘宝,已成交,2026-03,8144.42,8426.73,8426.73,销售订单,PC 经营采购,顾客2427,顾客2427,1**********,1**********
华硕（ASUS）,电脑配件,天猫,已成交,2026-06,9850.3,8744.52,8744.52,采购订单,PC 经营采购,顾客2428,顾客2428,1**********,1**********
华硕（ASUS）,笔记本电脑,京东,撤销,2026-02,,9522.62,807.02,退换订单,PC 经营采购,顾客2429,顾客2429,1**********,1**********
ThinkPad,电脑配件,电商通,已成交,2026-08,8178.59,7968.11,7968.11,销售订单,PC 经营采购,顾客2430,顾客2430,1**********,1**********
宏碁（acer）,笔记本电脑,淘宝,已成交,2026-03,6463.95,7945.68,7945.68,销售订单,PC 经营采购,顾客2431,顾客2431,1**********,1**********
华硕（ASUS）,台式整机,抖音,已成交,2026-06,7722.98,9309.95,9309.95,退换订单,PC 经营采购,顾客2432,顾客2432,1**********,1**********
ThinkPad,台式整机,淘宝,已成交,2026-07,6816.29,6613.91,6613.91,销售订单,PC 经营采购,顾客2433,顾客2433,1**********,1**********
宏碁（acer）,游戏本,快手,新建采购,2026-02,,7058.59,400.69,采购订单,PC 经营采购,顾客2434,顾客2434,1**********,1**********
机械革命,一体机,淘宝,已成交,2026-02,10867.11,7877.74,7877.74,退换订单,PC 经营采购,顾客2435,顾客2435,1**********,1**********
惠普(HP),笔记本电脑,抖音,已成交,2026-08,8516.18,7219.1,7219.1,退换订单,PC 经营采购,顾客2436,顾客2436,1**********,1**********
联想（Lenovo）,笔记本电脑,京东,已成交,2026-08,5957.9,7139.94,7139.94,销售订单,PC 经营采购,顾客2437,顾客2437,1**********,1**********
华硕（ASUS）,显示器,拼多多,已成交,2026-04,9444.91,8095.06,8095.06,退换订单,PC 经营采购,顾客2438,顾客2438,1**********,1**********
雷神,台式整机,拼多多,已成交,2026-06,9829.29,7630.0,7630.0,退换订单,PC 经营采购,顾客2439,顾客2439,1**********,1**********
宏碁（acer）,游戏本,拼多多,报价中,2026-01,,8463.19,678.13,退换订单,PC 经营采购,顾客2440,顾客2440,1**********,1**********
华硕（ASUS）,台式整机,京东,已成交,2026-05,8738.68,9939.26,9939.26,销售订单,PC 经营采购,顾客2441,顾客2441,1**********,1**********
雷神,笔记本电脑,抖音,撤销,2026-04,,8036.07,613.83,采购订单,PC 经营采购,顾客2442,顾客2442,1**********,1**********
雷神,一体机,抖音,报价中,2026-05,,7547.45,1133.53,销售订单,PC 经营采购,顾客2443,顾客2443,1**********,1**********
微星,显示器,电商通,撤销,2026-03,,10070.54,2321.64,退换订单,PC 经营采购,顾客2444,顾客2444,1**********,1**********
机械革命,台式整机,天猫,已成交,2026-03,9715.55,8007.45,8007.45,采购订单,PC 经营采购,顾客2445,顾客2445,1**********,1**********
联想（Lenovo）,电脑配件,淘宝,已成交,2026-01,6936.48,7341.9,7341.9,采购订单,PC 经营采购,顾客2446,顾客2446,1**********,1**********
微星,台式整机,拼多多,撤销,2026-08,,9075.81,335.23,采购订单,PC 经营采购,顾客2447,顾客2447,1**********,1**********
联想（Lenovo）,游戏本,天猫,报价中,2026-06,,7395.85,142.08,采购订单,PC 经营采购,顾客2448,顾客2448,1**********,1**********
雷神,游戏本,淘宝,已成交,2026-08,8148.67,9697.74,9697.74,采购订单,PC 经营采购,顾客2449,顾客2449,1**********,1**********
华硕（ASUS）,游戏本,抖音,已成交,2026-05,7690.95,7459.57,7459.57,销售订单,PC 经营采购,顾客2450,顾客2450,1**********,1**********
雷神,显示器,抖音,报价中,2026-05,,8006.81,1208.59,采购订单,PC 经营采购,顾客2451,顾客2451,1**********,1**********
惠普(HP),一体机,拼多多,撤销,2026-05,,6751.45,1757.07,退换订单,PC 经营采购,顾客2452,顾客2452,1**********,1**********
雷神,游戏本,拼多多,撤销,2026-01,,8485.28,2411.54,退换订单,PC 经营采购,顾客2453,顾客2453,1**********,1**********
七彩虹,笔记本电脑,京东,已成交,2026-01,8027.12,9206.73,9206.73,退换订单,PC 经营采购,顾客2454,顾客2454,1**********,1**********
机械革命,笔记本电脑,快手,报价中,2026-01,,11149.69,2134.88,采购订单,PC 经营采购,顾客2455,顾客2455,1**********,1**********
华硕（ASUS）,电脑配件,抖音,已成交,2026-01,7664.73,8322.09,8322.09,采购订单,PC 经营采购,顾客2456,顾客2456,1**********,1**********
七彩虹,游戏本,拼多多,新建采购,2026-07,,9491.93,892.64,退换订单,PC 经营采购,顾客2457,顾客2457,1**********,1**********
华硕（ASUS）,电脑配件,京东,已成交,2026-08,8548.09,9074.54,9074.54,采购订单,PC 经营采购,顾客2458,顾客2458,1**********,1**********
宏碁（acer）,轻薄本,抖音,报价中,2026-02,,6847.27,2019.16,销售订单,PC 经营采购,顾客2459,顾客2459,1**********,1**********
机械革命,游戏本,抖音,已成交,2026-07,8261.09,9982.69,9982.69,采购订单,PC 经营采购,顾客2460,顾客2460,1**********,1**********
华硕（ASUS）,笔记本电脑,淘宝,已成交,2026-04,7816.11,7436.43,7436.43,采购订单,PC 经营采购,顾客2461,顾客2461,1**********,1**********
惠普(HP),台式整机,京东,待发布,2026-02,,7227.94,1054.07,退换订单,PC 经营采购,顾客2462,顾客2462,1**********,1**********
雷神,台式整机,电商通,新建采购,2026-05,,7816.1,960.19,退换订单,PC 经营采购,顾客2463,顾客2463,1**********,1**********
ThinkPad,电脑配件,拼多多,已成交,2026-01,7256.55,7106.09,7106.09,退换订单,PC 经营采购,顾客2464,顾客2464,1**********,1**********
机械革命,轻薄本,拼多多,已成交,2026-07,8758.35,9475.03,9475.03,退换订单,PC 经营采购,顾客2465,顾客2465,1**********,1**********
宏碁（acer）,电脑配件,拼多多,已成交,2026-01,6372.35,7049.66,7049.66,销售订单,PC 经营采购,顾客2466,顾客2466,1**********,1**********
宏碁（acer）,台式整机,抖音,已成交,2026-04,8160.84,7900.5,7900.5,退换订单,PC 经营采购,顾客2467,顾客2467,1**********,1**********
惠普(HP),一体机,淘宝,撤销,2026-06,,7930.32,2346.43,退换订单,PC 经营采购,顾客2468,顾客2468,1**********,1**********
微星,游戏本,淘宝,已成交,2026-04,8144.6,9715.35,9715.35,销售订单,PC 经营采购,顾客2469,顾客2469,1**********,1**********
七彩虹,电脑配件,拼多多,已成交,2026-02,9291.79,9446.67,9446.67,退换订单,PC 经营采购,顾客2470,顾客2470,1**********,1**********
微星,电脑配件,抖音,已成交,2026-01,10901.7,9641.51,9641.51,销售订单,PC 经营采购,顾客2471,顾客2471,1**********,1**********
七彩虹,游戏本,淘宝,撤销,2026-05,,8529.83,2035.95,采购订单,PC 经营采购,顾客2472,顾客2472,1**********,1**********
联想（Lenovo）,一体机,天猫,新建采购,2026-03,,5791.03,472.22,采购订单,PC 经营采购,顾客2473,顾客2473,1**********,1**********
七彩虹,轻薄本,淘宝,已成交,2026-04,7823.97,6846.53,6846.53,退换订单,PC 经营采购,顾客2474,顾客2474,1**********,1**********
联想（Lenovo）,台式整机,淘宝,已成交,2026-04,6661.62,6609.88,6609.88,销售订单,PC 经营采购,顾客2475,顾客2475,1**********,1**********
联想（Lenovo）,显示器,拼多多,报价中,2026-02,,7508.99,1002.41,采购订单,PC 经营采购,顾客2476,顾客2476,1**********,1**********
微星,游戏本,京东,撤销,2026-03,,10491.28,627.18,采购订单,PC 经营采购,顾客2477,顾客2477,1**********,1**********
微星,笔记本电脑,拼多多,报价中,2026-01,,10685.56,1907.02,退换订单,PC 经营采购,顾客2478,顾客2478,1**********,1**********
华硕（ASUS）,台式整机,拼多多,已成交,2026-04,8727.78,10000.95,10000.95,采购订单,PC 经营采购,顾客2479,顾客2479,1**********,1**********
宏碁（acer）,笔记本电脑,天猫,已成交,2026-04,7139.08,8451.13,8451.13,采购订单,PC 经营采购,顾客2480,顾客2480,1**********,1**********
ThinkPad,台式整机,京东,已成交,2026-01,6429.78,6648.16,6648.16,销售订单,PC 经营采购,顾客2481,顾客2481,1**********,1**********
ThinkPad,笔记本电脑,拼多多,撤销,2026-05,,7918.25,1231.44,采购订单,PC 经营采购,顾客2482,顾客2482,1**********,1**********
机械革命,显示器,电商通,报价中,2026-01,,8163.51,1259.38,采购订单,PC 经营采购,顾客2483,顾客2483,1**********,1**********
机械革命,游戏本,淘宝,报价中,2026-06,,10840.05,2737.72,销售订单,PC 经营采购,顾客2484,顾客2484,1**********,1**********
微星,电脑配件,天猫,已成交,2026-07,8827.94,9324.84,9324.84,采购订单,PC 经营采购,顾客2485,顾客2485,1**********,1**********
惠普(HP),轻薄本,淘宝,已成交,2026-04,8167.88,9089.33,9089.33,采购订单,PC 经营采购,顾客2486,顾客2486,1**********,1**********
华硕（ASUS）,游戏本,淘宝,报价中,2026-01,,9629.09,310.19,退换订单,PC 经营采购,顾客2487,顾客2487,1**********,1**********
七彩虹,显示器,电商通,已成交,2026-01,8642.98,7414.14,7414.14,退换订单,PC 经营采购,顾客2488,顾客2488,1**********,1**********
惠普(HP),台式整机,淘宝,报价中,2026-01,,8848.71,2430.41,退换订单,PC 经营采购,顾客2489,顾客2489,1**********,1**********
ThinkPad,台式整机,淘宝,已成交,2026-02,7217.08,6761.27,6761.27,采购订单,PC 经营采购,顾客2490,顾客2490,1**********,1**********
雷神,电脑配件,电商通,已成交,2026-06,7969.42,9983.15,9983.15,采购订单,PC 经营采购,顾客2491,顾客2491,1**********,1**********
宏碁（acer）,电脑配件,快手,报价中,2026-02,,6773.12,288.4,退换订单,PC 经营采购,顾客2492,顾客2492,1**********,1**********
微星,笔记本电脑,抖音,已成交,2026-07,9443.04,8353.83,8353.83,退换订单,PC 经营采购,顾客2493,顾客2493,1**********,1**********
微星,轻薄本,淘宝,已成交,2026-01,9021.36,9364.37,9364.37,退换订单,PC 经营采购,顾客2494,顾客2494,1**********,1**********
华硕（ASUS）,电脑配件,电商通,已成交,2026-05,8036.44,8666.16,8666.16,退换订单,PC 经营采购,顾客2495,顾客2495,1**********,1**********
ThinkPad,台式整机,天猫,撤销,2026-06,,6796.26,1609.48,退换订单,PC 经营采购,顾客2496,顾客2496,1**********,1**********
惠普(HP),笔记本电脑,抖音,已成交,2026-07,7010.52,7212.83,7212.83,退换订单,PC 经营采购,顾客2497,顾客2497,1**********,1**********
惠普(HP),笔记本电脑,拼多多,撤销,2026-08,,6722.57,529.68,销售订单,PC 经营采购,顾客2498,顾客2498,1**********,1**********
微星,笔记本电脑,抖音,已成交,2026-05,8629.22,9534.4,9534.4,采购订单,PC 经营采购,顾客2499,顾客2499,1**********,1**********
七彩虹,轻薄本,拼多多,已成交,2026-02,7793.08,8692.12,8692.12,销售订单,PC 经营采购,顾客2500,顾客2500,1**********,1**********
微星,电脑配件,快手,撤销,2026-07,,9939.04,2405.23,采购订单,PC 经营采购,顾客2501,顾客2501,1**********,1**********
七彩虹,笔记本电脑,京东,报价中,2026-02,,8022.17,10.67,退换订单,PC 经营采购,顾客2502,顾客2502,1**********,1**********
华硕（ASUS）,显示器,抖音,已成交,2026-08,8296.52,9749.61,9749.61,采购订单,PC 经营采购,顾客2503,顾客2503,1**********,1**********
华硕（ASUS）,显示器,抖音,已成交,2026-08,7725.36,7644.0,7644.0,采购订单,PC 经营采购,顾客2504,顾客2504,1**********,1**********
雷神,游戏本,快手,撤销,2026-04,,7461.81,179.92,退换订单,PC 经营采购,顾客2505,顾客2505,1**********,1**********
ThinkPad,一体机,淘宝,已成交,2026-03,7663.14,7460.51,7460.51,退换订单,PC 经营采购,顾客2506,顾客2506,1**********,1**********
惠普(HP),显示器,拼多多,报价中,2026-07,,7721.29,812.33,销售订单,PC 经营采购,顾客2507,顾客2507,1**********,1**********
ThinkPad,电脑配件,拼多多,报价中,2026-07,,7058.16,1041.31,销售订单,PC 经营采购,顾客2508,顾客2508,1**********,1**********
华硕（ASUS）,一体机,天猫,已成交,2026-04,9204.13,9398.53,9398.53,销售订单,PC 经营采购,顾客2509,顾客2509,1**********,1**********
宏碁（acer）,游戏本,拼多多,已成交,2026-01,8077.23,6371.52,6371.52,退换订单,PC 经营采购,顾客2510,顾客2510,1**********,1**********
机械革命,笔记本电脑,京东,撤销,2026-05,,8035.49,1708.23,退换订单,PC 经营采购,顾客2511,顾客2511,1**********,1**********
雷神,显示器,抖音,待发布,2026-07,,10053.91,2215.0,销售订单,PC 经营采购,顾客2512,顾客2512,1**********,1**********
联想（Lenovo）,笔记本电脑,抖音,新建采购,2026-05,,6961.54,803.64,退换订单,PC 经营采购,顾客2513,顾客2513,1**********,1**********
微星,游戏本,京东,已成交,2026-07,10281.91,10719.98,10719.98,退换订单,PC 经营采购,顾客2514,顾客2514,1**********,1**********
华硕（ASUS）,电脑配件,电商通,已成交,2026-07,9862.4,9282.49,9282.49,采购订单,PC 经营采购,顾客2515,顾客2515,1**********,1**********
ThinkPad,电脑配件,天猫,已成交,2026-07,7260.78,6214.26,6214.26,销售订单,PC 经营采购,顾客2516,顾客2516,1**********,1**********
机械革命,显示器,淘宝,已成交,2026-07,10880.7,10526.61,10526.61,销售订单,PC 经营采购,顾客2517,顾客2517,1**********,1**********
宏碁（acer）,电脑配件,抖音,已成交,2026-06,6540.09,7537.92,7537.92,退换订单,PC 经营采购,顾客2518,顾客2518,1**********,1**********
雷神,笔记本电脑,拼多多,已成交,2026-05,7806.46,9717.8,9717.8,销售订单,PC 经营采购,顾客2519,顾客2519,1**********,1**********
华硕（ASUS）,游戏本,抖音,已成交,2026-06,8816.55,9038.94,9038.94,退换订单,PC 经营采购,顾客2520,顾客2520,1**********,1**********
惠普(HP),轻薄本,拼多多,已成交,2026-07,8621.55,9129.23,9129.23,销售订单,PC 经营采购,顾客2521,顾客2521,1**********,1**********
雷神,游戏本,拼多多,撤销,2026-07,,8402.12,323.34,销售订单,PC 经营采购,顾客2522,顾客2522,1**********,1**********
华硕（ASUS）,显示器,京东,待发布,2026-02,,7191.6,1114.77,采购订单,PC 经营采购,顾客2523,顾客2523,1**********,1**********
微星,笔记本电脑,拼多多,撤销,2026-08,,11015.64,1076.61,采购订单,PC 经营采购,顾客2524,顾客2524,1**********,1**********
